건축구분,대지위치,지목,대지면적(제곱미터),건축면적(제곱미터),연면적(제곱미터),허가일,최대지상층수,최대지하층수,주용도,부속용도,지번주소,위도,경도
신축,서울특별시 서대문구 홍제동 261-19 외1필지,대,274.0,162.76,547.92,2021-03-10,5,0,공동주택,다세대주택,홍제동 261-19,37.5871,126.94676
신축,서울특별시 서대문구 천연동 90-26,대,86.6,51.08,164.29,2021-03-08,4,0,단독주택,다가구주택,천연동 90-26,37.5682303,126.9605136
신축,서울특별시 서대문구 북가좌동 294-23,대,213.3,127.81,465.07,2021-03-02,6,1,공동주택,도시형생활주택(다세대),북가좌동 294-23,37.57953,126.91156
신축,서울특별시 서대문구 남가좌동 184-10 외16필지,대,600.2,359.67,1623.17,2021-03-01,4,1,수련시설,청소년문화의집,남가좌동 184-10,37.57744,126.9179
신축,서울특별시 서대문구 홍제동 156-384,대,175.0,100.92,261.98,2021-02-25,5,0,공동주택,도시형생활주택,홍제동 156-384,0.0,0.0
신축,서울특별시 서대문구 연희동 162-8,대,126.0,75.44,286.42,2021-02-24,4,0,단독주택,다가구주택,연희동 162-8,37.54135,126.65988
신축,서울특별시 서대문구 창천동 4-103,대,272.2,161.25,542.96,2021-02-24,5,0,공동주택,다세대주택,창천동 4-103,37.55844,126.93363
신축,서울특별시 서대문구 북가좌동 74-169 외1필지,대,347.0,203.84,659.31,2021-02-22,5,0,공동주택,다세대주택,북가좌동 74-169,0.0,0.0
신축,서울특별시 서대문구 연희동 1-6,대,397.74,234.89,658.99,2021-02-19,5,0,공동주택,다세대주택(15세대),연희동 1-6,37.54135,126.65988
신축,서울특별시 서대문구 연희동 413-105,대,222.0,110.63,367.28,2021-02-19,2,1,문화및집회시설,전시장-기념관,연희동 413-105,37.5616458,126.92981724021739
신축,서울특별시 서대문구 연희동 444-98,대,413.0,120.88,768.03,2021-02-18,3,2,공동주택,다세대주택-5세대,연희동 444-98,37.54135,126.65988
신축,서울특별시 서대문구 연희동 136-13,대,175.1,87.47,325.96,2021-02-10,4,0,단독주택,"다가구주택,제2종근린생활시설(사무소)",연희동 136-13,37.54135,126.65988
신축,서울특별시 서대문구 창천동 53-37,대,294.5,175.71,799.24,2021-01-28,5,1,제2종근린생활시설,,창천동 53-37,37.55844,126.93363
신축,서울특별시 서대문구 대현동 37-49 외2필지,대,185.1,119.26,1187.05,2021-01-27,10,1,업무시설,근생및업무시설(오피스텔),대현동 37-49,37.56058,126.94496
신축,서울특별시 서대문구 봉원동 49-1 외1필지,대,284.0,84.47,256.16,2021-01-26,3,1,공동주택,다세대주택,봉원동 49-1,37.57217,126.94662
신축,서울특별시 서대문구 홍제동 156-379,대,165.0,93.23,246.92,2021-01-25,5,0,공동주택,도시형생활주택(단지형다세대주택),홍제동 156-379,0.0,0.0
신축,서울특별시 서대문구 홍제동 282-31 외1필지,대,143.75,83.38,287.45,2021-01-25,5,0,공동주택,다세대주택,홍제동 282-31,37.5871,126.94676
신축,서울특별시 서대문구 대현동 56-100 외3필지,대,262.2,174.3,1742.77,2021-01-22,10,1,업무시설,오피스텔/근린생활시설,대현동 56-100,35.526350199999996,129.32716570682675
신축,서울특별시 서대문구 홍은동 265-311,대,271.0,161.74,693.88,2021-01-21,4,1,공동주택,다세대주택,홍은동 265-311,0.0,0.0
신축,서울특별시 서대문구 대신동 124-8,대,277.0,138.28,632.98,2021-01-15,5,0,단독주택,제2종근린생활시설및 다가구주택,대신동 124-8,35.8669269,128.5793045
신축,서울특별시 서대문구 연희동 92-3,대,248.3,123.37,345.65,2021-01-15,2,1,제1종근린생활시설,"제1종근린생활시설(소매점),단독주택",연희동 92-3,37.54135,126.65988
신축,서울특별시 서대문구 신촌동 27-1,전,347.0,103.46,583.35,2021-01-06,3,1,단독주택,,신촌동 27-1,36.37562,127.51471
